,mat_time,interest_rate_time,gdp_time,uer_time,FICO_orig_time,LTV,HPI,balance,gdp,payoff_time,investor_orig_time,default_time,gdp
111,mat_time_G2,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G3,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
112,mat_time_G2,interest_rate_time_G2,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G3,balance_G3,gdp_time_pos,0,0,1,gdp_time_pos
113,mat_time_G2,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
114,balance_G3,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G3,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
115,mat_time_G2,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
116,mat_time_G2,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G2,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
117,mat_time_G2,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G1,gdp_time_pos,0,0,0,gdp_time_pos
118,mat_time_G2,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
119,mat_time_G2,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G1,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
120,mat_time_G2,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G2,LTV_G2,HPI_G3,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
121,mat_time_G2,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
122,mat_time_G2,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
123,mat_time_G2,interest_rate_time_G2,gdp_time_G2,uer_time_G2,FICO_orig_time_G1,LTV_G3,HPI_G1,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
124,mat_time_G2,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
125,mat_time_G2,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
126,mat_time_G2,interest_rate_time_G2,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
127,mat_time_G2,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G2,LTV_G1,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
128,mat_time_G2,interest_rate_time_G2,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G2,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
129,mat_time_G2,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G2,LTV_G2,HPI_G2,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
130,mat_time_G2,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
131,balance_G3,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G1,gdp_time_pos,0,0,0,gdp_time_pos
132,balance_G3,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
